,Nombre,Edad,Notas_Matematicas,Notas_Ingles,Notas_Computacion
3750,Anthony Thomas,24.0,34,46.0,47.0
3751,Martha Davis,20.0,48,34.0,67.0
3752,William Turner PhD,25.0,64,89.0,61.0
3753,Robert Lopez,21.0,71,63.0,98.0
3754,Ian Dean,22.0,76,77.0,31.0
3755,Daniel Allen,20.0,63,48.0,54.0
3756,Brittany Bush,20.0,48,87.0,73.0
3757,Laura Dominguez,18.0,36,41.0,86.0
3758,Christina Russell,25.0,86,42.0,72.0
3759,Danielle Meyer,21.0,32,62.0,42.0
3760,Mary Mclaughlin,20.0,44,44.0,79.0
3761,Michael Crawford,18.0,78,46.0,70.0
3762,Jessica Velazquez,23.0,69,60.0,61.0
3763,Michelle Thompson,21.0,37,75.0,96.0
3764,Amber Deleon,23.0,62,67.0,83.0
3765,Jennifer Turner,25.0,68,91.0,39.0
3766,Steven Payne,22.0,89,39.0,35.0
3767,Dr. Richard West,25.0,92,67.0,78.0
3768,Richard Williams,22.0,35,48.0,35.0
3769,Stephanie Jordan,18.0,51,92.0,69.0
3770,Douglas Patrick,18.0,71,36.0,85.0
3771,Heather Ray,25.0,31,77.0,72.0
3772,Amy Miller,18.0,73,48.0,45.0
3773,Lauren Ward,19.0,44,37.0,54.0
3774,Angela Johnson,23.0,92,90.0,82.0
3775,Jennifer Crawford,25.0,58,80.0,70.0
3776,Anna Baker,23.0,97,64.0,72.0
3777,Joel Wood,22.0,64,54.0,38.0
3778,Angela Adams,22.0,86,61.0,89.0
3779,Daniel Cook,23.0,32,31.0,33.0
3780,Monica Mccoy,25.0,33,51.0,84.0
3781,David Baird,19.0,88,91.0,39.0
3782,Brandon Watkins,20.0,89,84.0,100.0
3783,Rhonda Alvarez,25.0,35,77.0,85.0
3784,Rachael Porter,25.0,93,79.0,57.0
3785,Dr. Sherry Alexander,18.0,36,78.0,64.0
3786,Charles Rivers,23.0,68,31.0,60.0
3787,Jocelyn Steele,19.0,76,90.0,87.0
3788,Michael Gregory DDS,24.0,54,37.0,88.0
3789,Billy Webb,25.0,38,67.0,40.0
3790,Lisa Moody DVM,19.0,81,53.0,92.0
3791,Deanna Morse,22.0,66,55.0,70.0
3792,John Ross,22.0,93,83.0,96.0
3793,Bradley Rasmussen,21.0,96,58.0,80.0
3794,Kayla Hatfield,21.0,34,45.0,41.0
3795,Joseph Smith,19.0,77,81.0,97.0
3796,Savannah Barr,20.0,96,72.0,48.0
3797,Natasha Mckee,24.0,49,67.0,50.0
3798,Elizabeth Lee,24.0,100,95.0,81.0
3799,Antonio Hebert,25.0,33,68.0,57.0
3800,Dawn Fowler,21.0,81,80.0,68.0
3801,Brandy Williams,23.0,44,91.0,74.0
3802,Dana Liu,25.0,33,69.0,87.0
3803,Tina Thomas,25.0,61,46.0,40.0
3804,Joseph Fritz,20.0,43,35.0,52.0
3805,Jennifer Richardson,22.0,92,42.0,65.0
3806,Stephanie Davis,22.0,83,30.0,31.0
3807,Theresa Wells,20.0,53,43.0,77.0
3808,Amy Davis,22.0,46,61.0,86.0
3809,Raymond Kramer,21.0,31,63.0,84.0
3810,Jeremy Potter,21.0,33,65.0,87.0
3811,Joseph Powers,21.0,34,74.0,90.0
3812,Jeffrey Hawkins,20.0,93,58.0,58.0
3813,Cassandra Obrien,21.0,64,69.0,85.0
3814,Jeremy Carey,24.0,83,66.0,57.0
3815,Darryl Clark,24.0,49,76.0,77.0
3816,Rhonda Warner,24.0,74,81.0,63.0
3817,Justin Wallace,20.0,34,34.0,69.0
3818,Lawrence Thompson,21.0,82,84.0,57.0
3819,Christopher Nelson,22.0,47,37.0,38.0
3820,Kendra Franklin,18.0,61,84.0,36.0
3821,Patricia Brown,24.0,35,51.0,83.0
3822,Kristen Zimmerman,23.0,45,43.0,73.0
3823,Samantha Aguirre,19.0,71,96.0,89.0
3824,Brett Martinez,21.0,56,57.0,82.0
3825,Barbara Morgan,25.0,81,90.0,87.0
3826,Joseph Terry,21.0,88,31.0,95.0
3827,Timothy Rodriguez,20.0,94,46.0,56.0
3828,Kathleen Lyons,24.0,32,87.0,75.0
3829,Robert Fitzpatrick,25.0,77,79.0,94.0
3830,Francisco Daniel,18.0,81,65.0,54.0
3831,Vincent Ford,19.0,59,96.0,44.0
3832,Paul Stevenson,20.0,69,68.0,40.0
3833,Teresa Hudson,21.0,61,68.0,79.0
3834,Christopher White,18.0,84,41.0,36.0
3835,Mary Arnold,18.0,60,92.0,71.0
3836,Jonathan Myers,18.0,99,72.0,70.0
3837,William Frazier,22.0,63,82.0,73.0
3838,Debra Nicholson,20.0,38,67.0,89.0
3839,Brooke Montoya,21.0,38,87.0,83.0
3840,Stacey Hancock,21.0,65,57.0,57.0
3841,Sharon Miranda,23.0,69,48.0,50.0
3842,Lori Hoover,20.0,48,86.0,57.0
3843,Deborah Moyer,20.0,41,52.0,53.0
3844,Robert Wells,18.0,72,100.0,43.0
3845,Kristine Ruiz,20.0,36,86.0,92.0
3846,Matthew Graves,19.0,81,54.0,34.0
3847,Traci Lee,25.0,33,37.0,95.0
3848,Juan Marshall,22.0,66,81.0,37.0
3849,Thomas Hill,21.0,37,34.0,46.0
3850,Nicole Clark,21.0,79,55.0,89.0
3851,Lori Graham,19.0,77,86.0,58.0
3852,Erin Warren,20.0,40,54.0,42.0
3853,Fernando Smith,21.0,98,63.0,81.0
3854,Stephanie Nielsen,18.0,38,52.0,50.0
3855,Don Hayes,19.0,70,92.0,37.0
3856,Joshua Taylor,20.0,35,46.0,83.0
3857,Kurt Warren,21.0,46,96.0,31.0
3858,Sean Rose,23.0,47,91.0,54.0
3859,Christopher Mills,22.0,96,46.0,74.0
3860,Brian Bell,20.0,41,76.0,49.0
3861,Isaac Schmidt,23.0,55,52.0,62.0
3862,Joshua Hubbard,19.0,52,66.0,30.0
3863,Robert Jones,21.0,48,74.0,44.0
3864,Noah Frank,24.0,39,83.0,99.0
3865,Michael Williams,20.0,70,54.0,59.0
3866,Sandra Hoover,24.0,69,32.0,93.0
3867,Christine Garcia,19.0,72,38.0,32.0
3868,Robin Mason,19.0,32,97.0,44.0
3869,Elizabeth Davis,23.0,79,84.0,56.0
3870,Mary Johnson,20.0,97,47.0,74.0
3871,Joshua Key,22.0,37,100.0,66.0
3872,Joseph Price,20.0,78,54.0,94.0
3873,Michelle Morgan,21.0,46,66.0,42.0
3874,Dawn Chavez,23.0,41,67.0,56.0
3875,Gabrielle Rosales,19.0,53,49.0,66.0
3876,Yolanda Moreno,20.0,59,43.0,46.0
3877,Katherine Johnson,23.0,92,94.0,76.0
3878,Johnny Coleman,25.0,36,60.0,47.0
3879,Kristie Hawkins,22.0,50,65.0,66.0
3880,Nicole Harris,20.0,49,40.0,97.0
3881,Jeffrey Butler,18.0,45,73.0,88.0
3882,Ryan Morrison,23.0,99,91.0,90.0
3883,Joshua Sanchez,23.0,94,37.0,96.0
3884,Thomas Osborn,21.0,95,41.0,85.0
3885,Brenda Clayton,24.0,47,66.0,44.0
3886,Joanna Lyons,20.0,83,47.0,68.0
3887,Matthew Frazier,20.0,98,49.0,60.0
3888,Heather Kramer,23.0,75,87.0,59.0
3889,Samantha Hubbard,18.0,31,37.0,74.0
3890,Gabriel Jordan,18.0,54,82.0,49.0
3891,Gloria Brown,19.0,47,78.0,31.0
3892,Andrew Mills,22.0,63,75.0,78.0
3893,Joseph Gill,18.0,99,75.0,92.0
3894,Anthony Romero,18.0,62,60.0,96.0
3895,Rachel Daniel,23.0,42,89.0,80.0
3896,Tanya Paul,18.0,85,61.0,100.0
3897,Crystal Nielsen,25.0,90,94.0,44.0
3898,Melody Howard,25.0,30,82.0,100.0
3899,Jessica Lewis,22.0,98,91.0,97.0
3900,Felicia Rodriguez,19.0,72,42.0,43.0
3901,Christina Brown,25.0,34,59.0,77.0
3902,David Foster,19.0,85,72.0,49.0
3903,Jaclyn Braun,21.0,46,41.0,86.0
3904,Catherine Bridges,25.0,79,81.0,37.0
3905,Jennifer Mcgrath,23.0,36,81.0,86.0
3906,Jill Chan,24.0,48,45.0,93.0
3907,Darryl Armstrong,23.0,65,36.0,42.0
3908,Tony Cook,18.0,62,30.0,91.0
3909,Meghan Fisher,24.0,44,77.0,72.0
3910,Brenda Carter,18.0,66,33.0,61.0
3911,Jacqueline Castillo,20.0,41,84.0,45.0
3912,Mark Frey,20.0,62,83.0,63.0
3913,Keith Martinez,22.0,53,54.0,58.0
3914,Donna Thompson,21.0,48,30.0,54.0
3915,Bruce Castro,18.0,66,34.0,79.0
3916,Stephanie Myers DDS,22.0,42,32.0,74.0
3917,John Hughes,25.0,64,94.0,38.0
3918,Marcus Hale,20.0,60,75.0,63.0
3919,Ronald Wilson,25.0,75,44.0,98.0
3920,Parker Johnson,24.0,89,78.0,37.0
3921,Timothy Gomez,25.0,58,60.0,80.0
3922,Sara Curry,19.0,34,63.0,75.0
3923,Dale Foster,18.0,78,86.0,84.0
3924,Chad Richards,20.0,63,82.0,51.0
3925,Kimberly Williams,18.0,40,35.0,79.0
3926,Amanda Miller,18.0,100,80.0,71.0
3927,Paul Grant,18.0,81,58.0,63.0
3928,Brenda Jacobson,21.0,99,51.0,37.0
3929,Meredith Mendoza,25.0,85,31.0,86.0
3930,Laurie Williams,22.0,61,67.0,54.0
3931,Johnathan Graves DDS,24.0,59,72.0,37.0
3932,Terry Morris,25.0,46,57.0,73.0
3933,Kenneth Welch,20.0,51,64.0,40.0
3934,Kaitlin Davidson,23.0,80,49.0,93.0
3935,Anthony Mcdonald,22.0,38,48.0,57.0
3936,Daniel Kim,25.0,55,99.0,80.0
3937,Debra Anderson,22.0,61,38.0,62.0
3938,Michael Marquez,25.0,90,53.0,93.0
3939,Robert Ramirez,21.0,64,42.0,36.0
3940,Samantha Hardy,23.0,70,75.0,59.0
3941,Douglas Alexander,23.0,72,95.0,65.0
3942,Keith Herrera,20.0,77,58.0,99.0
3943,Bruce Alvarado,24.0,74,56.0,100.0
3944,Michael Nelson,20.0,58,80.0,74.0
3945,Douglas Schwartz,22.0,93,94.0,72.0
3946,Chad Arnold,18.0,53,69.0,69.0
3947,William Miranda,21.0,82,33.0,71.0
3948,Anthony Wall,23.0,100,33.0,98.0
3949,Billy Salazar,19.0,96,44.0,60.0
3950,James Brooks,22.0,95,78.0,85.0
3951,Sean Rivas,19.0,68,93.0,58.0
3952,Andrew Anderson,21.0,67,93.0,80.0
3953,Jordan Griffin,22.0,38,38.0,94.0
3954,Sharon Hall,20.0,65,70.0,69.0
3955,Tara Mendez,18.0,56,31.0,35.0
3956,Christine Lewis,18.0,50,35.0,94.0
3957,Tanya Carr,18.0,55,48.0,74.0
3958,Joel Gutierrez,18.0,54,49.0,62.0
3959,Brian Smith,21.0,68,76.0,39.0
3960,Thomas Stewart,25.0,68,89.0,82.0
3961,John Glass,22.0,34,78.0,34.0
3962,John Cox,18.0,91,49.0,46.0
3963,Jacob Walker,25.0,34,31.0,83.0
3964,Sean Oneal,22.0,75,47.0,90.0
3965,Christopher Carrillo,20.0,61,73.0,57.0
3966,Lauren Turner,21.0,68,89.0,75.0
3967,Andrew Stone,18.0,79,93.0,50.0
3968,Jennifer Keller,20.0,93,59.0,33.0
3969,Dylan Wright,20.0,55,60.0,71.0
3970,Kristin Rice,24.0,87,38.0,83.0
3971,Alicia Evans,21.0,59,89.0,44.0
3972,Jacob Carney,24.0,70,74.0,79.0
3973,Leslie Collins,25.0,59,78.0,88.0
3974,Luke Alexander,19.0,33,35.0,93.0
3975,Joseph Lawrence,23.0,87,68.0,82.0
3976,Joshua Rodriguez,24.0,87,84.0,72.0
3977,Richard Swanson,21.0,64,53.0,52.0
3978,Sierra Flores,25.0,100,61.0,50.0
3979,Richard Poole,21.0,32,98.0,33.0
3980,Heidi Hall DDS,24.0,57,84.0,99.0
3981,Joseph Bailey,21.0,95,34.0,42.0
3982,Douglas Perry,22.0,34,76.0,83.0
3983,Sherry Jackson,21.0,87,99.0,36.0
3984,Lisa Robinson,25.0,73,76.0,79.0
3985,Mark Frey,21.0,44,55.0,73.0
3986,Kristin Dawson,21.0,31,43.0,41.0
3987,Samantha Miller,23.0,56,53.0,34.0
3988,John Ortega,21.0,93,80.0,57.0
3989,Brittany Cobb,20.0,54,68.0,55.0
3990,Anita Myers,25.0,46,84.0,34.0
3991,Janet Bell,24.0,56,71.0,64.0
3992,Tyler Potter,18.0,70,67.0,62.0
3993,John Campbell,18.0,77,83.0,78.0
3994,Melanie Pope,23.0,93,78.0,64.0
3995,Bethany Hughes,23.0,31,46.0,57.0
3996,John Mccann,19.0,73,67.0,49.0
3997,Stephen Levine,21.0,81,58.0,83.0
3998,Kelly Montgomery,23.0,77,50.0,46.0
3999,John Cruz,25.0,63,74.0,53.0
4000,Chad Daniels,20.0,99,77.0,38.0
4001,Lori Chung,19.0,73,88.0,99.0
4002,Jennifer Hall,24.0,52,67.0,31.0
4003,Mary Arroyo,19.0,82,86.0,97.0
4004,Linda Gallagher,24.0,71,39.0,90.0
4005,David Salazar,22.0,58,69.0,36.0
4006,Susan Watson,21.0,45,47.0,74.0
4007,Abigail Payne,19.0,70,38.0,61.0
4008,Pamela Duncan,23.0,77,37.0,74.0
4009,Breanna Crawford,23.0,100,99.0,64.0
4010,Jane Harrison,18.0,85,99.0,47.0
4011,Tyler Cruz,20.0,46,40.0,86.0
4012,Robert Johnson,19.0,73,84.0,47.0
4013,Justin Henry,20.0,36,38.0,94.0
4014,Robert Armstrong,23.0,41,82.0,55.0
4015,John Jones,18.0,85,74.0,68.0
4016,Joseph Cordova,24.0,91,98.0,70.0
4017,Erik Vance,23.0,73,30.0,32.0
4018,Dr. Sean Burton,25.0,63,44.0,60.0
4019,Maurice Johnson,20.0,86,79.0,92.0
4020,Derrick Garcia,21.0,92,45.0,58.0
4021,William Hill,18.0,46,54.0,33.0
4022,Daniel Mason,25.0,88,45.0,95.0
4023,Shelly Acevedo,19.0,65,96.0,46.0
4024,Zachary Davis,21.0,79,48.0,68.0
4025,Mary Mendez,22.0,75,79.0,86.0
4026,David Waller,20.0,38,50.0,95.0
4027,Sandra Nash,23.0,74,90.0,39.0
4028,Scott Webb,21.0,64,82.0,70.0
4029,Kimberly Madden,25.0,87,97.0,85.0
4030,Dawn Faulkner,24.0,69,87.0,95.0
4031,Anna Jones,25.0,89,89.0,53.0
4032,Timothy Gilbert,25.0,98,43.0,84.0
4033,James Griffin,18.0,50,30.0,65.0
4034,Jeremy Hogan,23.0,87,37.0,62.0
4035,Kelly Sampson,25.0,59,71.0,74.0
4036,Lisa Mccoy,25.0,60,91.0,74.0
4037,Cheryl Nguyen,20.0,67,80.0,67.0
4038,Tammy Marshall,19.0,53,38.0,56.0
4039,Kenneth Stevens,20.0,64,91.0,85.0
4040,Emily Thomas,20.0,60,40.0,69.0
4041,William Cuevas,19.0,33,97.0,57.0
4042,Lisa Burns,18.0,59,31.0,86.0
4043,Chad Hayden,23.0,69,31.0,80.0
4044,Sara Mays,23.0,74,97.0,35.0
4045,Kelly Kim,18.0,69,56.0,47.0
4046,Barbara Jimenez,19.0,59,51.0,55.0
4047,Tim Fischer,23.0,66,37.0,51.0
4048,Bob Casey,25.0,40,83.0,91.0
4049,Gerald Rodriguez,25.0,80,34.0,89.0
4050,Maria Hines,23.0,82,62.0,55.0
4051,Geoffrey Carter,20.0,63,46.0,86.0
4052,David Jordan,21.0,51,83.0,63.0
4053,Michael Cohen,18.0,72,71.0,68.0
4054,Peter Barnes,22.0,62,71.0,83.0
4055,Tonya Perez,24.0,73,93.0,47.0
4056,Deanna French,25.0,40,82.0,95.0
4057,Angela Brown,23.0,71,79.0,52.0
4058,Daniel Mueller,18.0,30,76.0,57.0
4059,Mario Wood,24.0,94,35.0,82.0
4060,William Anderson,18.0,47,30.0,98.0
4061,Valerie Wallace,20.0,90,60.0,71.0
4062,Holly Jordan,22.0,72,73.0,93.0
4063,Antonio Allen,19.0,85,46.0,97.0
4064,Kylie Ali,22.0,97,68.0,86.0
4065,Michael Shelton,20.0,31,45.0,73.0
4066,Cassandra Brown,19.0,68,99.0,52.0
4067,Janice Flores,25.0,76,58.0,84.0
4068,Noah Williams,25.0,60,53.0,72.0
4069,Stephanie Ruiz,23.0,73,33.0,50.0
4070,Jennifer Mcdonald,18.0,47,94.0,35.0
4071,Joseph Wilson,25.0,39,74.0,34.0
4072,Kenneth Morris,24.0,50,52.0,85.0
4073,Joseph Martin,23.0,97,99.0,75.0
4074,Renee Berry,24.0,74,67.0,75.0
4075,Jennifer Graham,24.0,33,59.0,61.0
4076,Brandon Davila,19.0,38,45.0,46.0
4077,Katie Johnston,23.0,93,66.0,68.0
4078,Melanie Proctor,25.0,37,36.0,82.0
4079,Karen Oneal,24.0,30,66.0,35.0
4080,Mr. Michael Hopkins,19.0,74,54.0,54.0
4081,Amber Hodges,23.0,33,94.0,32.0
4082,Gabriel Wolfe,19.0,64,35.0,50.0
4083,Dale Brown,24.0,84,45.0,34.0
4084,Daniel Smith,18.0,42,62.0,37.0
4085,Terry Peterson,18.0,58,78.0,46.0
4086,Thomas Taylor,24.0,79,74.0,57.0
4087,Robert Rivera,22.0,68,33.0,80.0
4088,Brian Ritter,25.0,31,45.0,91.0
4089,Michael Bridges,20.0,86,40.0,96.0
4090,Kelly Quinn,22.0,53,44.0,46.0
4091,Mrs. Kristina Harris DDS,22.0,44,57.0,100.0
4092,Ashley Blanchard,25.0,30,30.0,49.0
4093,Mrs. Melissa Garcia DDS,20.0,72,79.0,48.0
4094,Michelle Oneill,21.0,96,58.0,80.0
4095,Renee Rodriguez,19.0,37,69.0,61.0
4096,Bridget Greene,23.0,90,94.0,43.0
4097,Andrew Rogers,23.0,48,58.0,68.0
4098,Christopher Dominguez,20.0,51,84.0,76.0
4099,Victoria Holmes,21.0,41,33.0,96.0
4100,Joel Hughes,19.0,70,43.0,62.0
4101,Rachel Smith,24.0,78,52.0,78.0
4102,Bradley Harris,23.0,67,56.0,32.0
4103,Mario Moore,24.0,43,98.0,59.0
4104,Angela Curry,20.0,52,54.0,52.0
4105,Christopher Shannon,23.0,50,80.0,54.0
4106,Zachary Carey,24.0,76,41.0,59.0
4107,Jose Baker,19.0,74,70.0,88.0
4108,Carlos James,25.0,73,58.0,100.0
4109,Misty Tucker,18.0,57,65.0,53.0
4110,Eric Mack,23.0,96,42.0,38.0
4111,Dawn Smith,20.0,34,86.0,39.0
4112,Danielle Brown,19.0,78,59.0,83.0
4113,Alex Gibson,23.0,57,44.0,37.0
4114,Donald Powers,19.0,34,50.0,73.0
4115,Nicole King,21.0,59,92.0,48.0
4116,Laura Sanders,22.0,58,30.0,93.0
4117,Hunter Crane,25.0,42,84.0,94.0
4118,Eric Washington,21.0,75,76.0,58.0
4119,Dennis Alvarez,22.0,59,89.0,75.0
4120,Gilbert Hill,23.0,56,67.0,80.0
4121,Jodi Washington,21.0,50,33.0,73.0
4122,James Bennett,22.0,87,59.0,78.0
4123,Michelle Mora,18.0,90,92.0,32.0
4124,Michelle Jones,24.0,95,87.0,97.0
4125,Craig Pena,21.0,54,37.0,76.0
4126,Shane Perez,20.0,96,46.0,48.0
4127,James Miller,20.0,31,39.0,51.0
4128,Yvonne English,21.0,37,99.0,93.0
4129,Meghan Jordan,20.0,46,100.0,45.0
4130,Carol Collier,18.0,47,100.0,89.0
4131,James Wilcox,24.0,91,52.0,99.0
4132,Kristi Osborne,22.0,98,31.0,79.0
4133,Judy Simmons,20.0,71,58.0,38.0
4134,Erica Green,18.0,85,35.0,89.0
4135,Carlos Love Jr.,21.0,49,98.0,83.0
4136,Lisa Rosario,18.0,90,61.0,56.0
4137,Christopher Wood,23.0,97,76.0,55.0
4138,Connie Wilson,20.0,98,46.0,51.0
4139,Michele Long,25.0,44,77.0,78.0
4140,Sandra Bridges,20.0,87,92.0,99.0
4141,Dakota Adams,22.0,43,79.0,85.0
4142,Sherry Alvarez,22.0,57,73.0,33.0
4143,Russell Gay,19.0,51,85.0,45.0
4144,David Miller,19.0,97,79.0,69.0
4145,Alexander Obrien,22.0,85,90.0,66.0
4146,Catherine Perry,25.0,53,72.0,30.0
4147,Denise Fitzgerald,19.0,44,37.0,99.0
4148,Thomas Moreno,18.0,44,61.0,65.0
4149,Abigail Gonzales,24.0,77,48.0,62.0
4150,Edwin Obrien,23.0,98,50.0,72.0
4151,David Thornton,19.0,44,51.0,36.0
4152,Amy Brown,22.0,76,56.0,81.0
4153,Kerry Payne,18.0,72,83.0,63.0
4154,Whitney Benjamin MD,21.0,32,61.0,83.0
4155,Anna Scott,25.0,76,30.0,46.0
4156,James Gray,18.0,42,99.0,87.0
4157,Edward Cox,22.0,37,62.0,98.0
4158,Joseph Decker,23.0,85,82.0,64.0
4159,James Alexander,19.0,48,62.0,67.0
4160,Natalie Zamora,23.0,58,95.0,37.0
4161,Patricia Olson,23.0,67,75.0,58.0
4162,Lisa Jackson,22.0,84,46.0,37.0
4163,Jennifer Lara,21.0,44,80.0,83.0
4164,Michael Bird,21.0,31,65.0,97.0
4165,Diane Allen,19.0,40,42.0,78.0
4166,Calvin Oneal,20.0,66,93.0,48.0
4167,David Reid,21.0,90,31.0,83.0
4168,Angela Grimes,24.0,43,90.0,44.0
4169,Shawn Townsend,18.0,35,94.0,96.0
4170,Christian Vargas,21.0,75,56.0,76.0
4171,Cassandra Ryan,19.0,34,34.0,34.0
4172,Eric Smith,24.0,96,54.0,44.0
4173,Alexander Burns,21.0,66,59.0,85.0
4174,Allison Hunter,23.0,69,70.0,54.0
4175,Anna Martin,20.0,38,71.0,69.0
4176,Janet Webb,19.0,78,66.0,34.0
4177,Stephanie Hardy,21.0,48,38.0,65.0
4178,Dawn Adams,25.0,73,81.0,36.0
4179,Susan White,18.0,42,57.0,70.0
4180,Dr. Pamela Perez,22.0,47,76.0,100.0
4181,Michael Black,21.0,57,89.0,100.0
4182,Laura Newton,20.0,95,30.0,81.0
4183,Emily Smith,22.0,89,89.0,44.0
4184,Wesley Burns,20.0,51,95.0,34.0
4185,Fernando Ross,21.0,59,93.0,32.0
4186,Valerie Snyder,24.0,83,63.0,69.0
4187,Jackson Wong,23.0,75,79.0,83.0
4188,Michael Shaw,23.0,99,78.0,74.0
4189,Teresa Wang,19.0,89,61.0,63.0
4190,Christine Burke,18.0,54,95.0,80.0
4191,Deborah Friedman,23.0,32,81.0,96.0
4192,David Maldonado,24.0,47,78.0,66.0
4193,Andrea Henderson,18.0,98,33.0,38.0
4194,James Wood,25.0,51,30.0,83.0
4195,John Gutierrez,25.0,36,40.0,32.0
4196,Elizabeth Lang,22.0,75,36.0,74.0
4197,Rebecca Guerra,25.0,74,45.0,39.0
4198,Harold Sullivan,22.0,83,67.0,59.0
4199,Dr. Zachary Anderson,19.0,36,73.0,89.0
4200,Catherine Ellis,22.0,35,46.0,94.0
4201,Shelly Cooper,19.0,39,64.0,53.0
4202,Alec Soto,19.0,32,64.0,87.0
4203,Mr. David Chang,25.0,78,42.0,99.0
4204,Joseph Odonnell,24.0,35,96.0,32.0
4205,Tiffany Chung,23.0,84,62.0,39.0
4206,Eugene Guzman,19.0,58,82.0,61.0
4207,Tamara Parker,20.0,100,78.0,75.0
4208,Alyssa Brown,25.0,36,55.0,41.0
4209,Jonathan Smith,20.0,44,89.0,64.0
4210,John Martinez,18.0,78,100.0,89.0
4211,Cindy Knox,21.0,80,51.0,41.0
4212,Marcus Clark,22.0,75,91.0,79.0
4213,Roy Walker,18.0,73,46.0,90.0
4214,Charles Lopez,23.0,42,69.0,57.0
4215,George Cole,21.0,98,60.0,82.0
4216,Robert Mckay,18.0,93,38.0,90.0
4217,Juan Hebert,18.0,54,79.0,31.0
4218,Renee Patterson,21.0,60,85.0,100.0
4219,William Evans,19.0,66,81.0,49.0
4220,Amber Levine,24.0,30,72.0,71.0
4221,Oscar Carlson,24.0,76,61.0,62.0
4222,Danielle Walker,22.0,37,48.0,88.0
4223,Angela Jacobson,18.0,74,61.0,83.0
4224,Mackenzie Duran,22.0,79,37.0,78.0
4225,Kristy Bryant,24.0,56,84.0,35.0
4226,David Glenn,18.0,34,54.0,82.0
4227,Justin Green,23.0,86,53.0,50.0
4228,Wanda Bautista,23.0,81,33.0,70.0
4229,Ethan Johnston,21.0,73,65.0,41.0
4230,Maria Ramirez,19.0,43,50.0,89.0
4231,Travis Fox,18.0,62,60.0,40.0
4232,Keith Andrews,25.0,71,66.0,100.0
4233,James Moore,20.0,56,51.0,52.0
4234,Brian Sanchez,23.0,32,76.0,92.0
4235,Susan Conley,24.0,52,82.0,70.0
4236,Jessica Estrada,20.0,77,81.0,71.0
4237,Rebecca Strickland,22.0,58,92.0,58.0
4238,Cody Lopez,23.0,47,84.0,82.0
4239,Dwayne Chavez,18.0,42,73.0,82.0
4240,Joshua Hayes,21.0,59,54.0,33.0
4241,Paula Montgomery,24.0,52,56.0,43.0
4242,Laura Johnson,22.0,63,34.0,44.0
4243,Katelyn Matthews,24.0,47,81.0,52.0
4244,Tiffany Perez,18.0,80,84.0,88.0
4245,Shawn Newman,22.0,99,52.0,35.0
4246,Mr. Bobby Brandt,24.0,38,36.0,31.0
4247,Tom Chung,19.0,48,82.0,52.0
4248,Alexander Nguyen,23.0,100,88.0,88.0
4249,Jessica Thompson,18.0,54,77.0,59.0
4250,Christy Graham,24.0,56,64.0,48.0
4251,Michael Wiley,22.0,34,70.0,84.0
4252,Kathleen Bradley,25.0,43,69.0,98.0
4253,Andrew Preston,23.0,69,31.0,36.0
4254,Katelyn Moore,18.0,66,51.0,58.0
4255,Alan Warren,18.0,48,88.0,77.0
4256,Margaret Roberts,20.0,78,90.0,63.0
4257,Maria Rodriguez,23.0,80,88.0,76.0
4258,Lauren Quinn,19.0,33,84.0,48.0
4259,Jesus Fox,24.0,45,87.0,40.0
4260,Karen Davis,24.0,34,59.0,37.0
4261,Linda Davis,18.0,32,53.0,97.0
4262,Jose Kennedy,23.0,42,47.0,84.0
4263,Rebecca Williams DVM,25.0,83,52.0,45.0
4264,Samuel Ward,21.0,100,78.0,58.0
4265,Joseph Taylor,24.0,85,71.0,61.0
4266,Stacey Kennedy,23.0,30,67.0,89.0
4267,Tara Solis,23.0,33,41.0,31.0
4268,Kyle Khan,25.0,83,88.0,82.0
4269,Regina King,22.0,70,44.0,70.0
4270,Julia Swanson,23.0,53,94.0,99.0
4271,Michael Taylor,24.0,56,67.0,55.0
4272,Kendra Mercer,22.0,85,66.0,34.0
4273,Zachary Anderson,22.0,57,64.0,34.0
4274,Heather Johnson,18.0,44,45.0,73.0
4275,James Smith,23.0,51,39.0,64.0
4276,Elizabeth Jones,21.0,38,51.0,84.0
4277,Mackenzie Dalton,24.0,65,59.0,70.0
4278,Judy Wilson,21.0,65,53.0,30.0
4279,Linda Tucker,21.0,35,44.0,91.0
4280,Michelle Salazar,19.0,54,70.0,75.0
4281,Gail Miller,25.0,84,84.0,54.0
4282,Michael Brady,20.0,79,77.0,59.0
4283,Michele Bell MD,19.0,45,79.0,42.0
4284,Rachael Guerrero,18.0,62,54.0,63.0
4285,Craig Acosta,25.0,82,64.0,34.0
4286,Stuart Chandler,24.0,66,66.0,95.0
4287,Kimberly Cross,22.0,67,95.0,31.0
4288,Michael Fleming,18.0,35,41.0,87.0
4289,John Dunn,18.0,63,88.0,31.0
4290,Benjamin Anthony,19.0,36,71.0,68.0
4291,Jason Garcia,25.0,98,100.0,70.0
4292,Mary Friedman,19.0,59,62.0,80.0
4293,Roy Douglas,22.0,97,60.0,79.0
4294,Angela Hess,25.0,85,96.0,88.0
4295,Amanda Blair,20.0,61,41.0,55.0
4296,Robert Saunders,20.0,31,86.0,84.0
4297,Kathy Jordan,25.0,53,67.0,88.0
4298,Samantha Barker,22.0,44,100.0,90.0
4299,Shelby Norton,20.0,47,86.0,97.0
