Nombre,Edad,Notas_Matematicas,Notas_Ingles,Notas_Computacion
Brandy Nelson,22.0,51,97.0,87.0
Kathleen Bennett,21.0,62,48.0,44.0
Carmen Skinner,18.0,94,32.0,82.0
Candace Knight,19.0,71,72.0,49.0
Nicole Jones,22.0,53,55.0,40.0
Matthew Hartman,19.0,95,35.0,63.0
Wayne Dougherty,20.0,83,36.0,96.0
Theresa Price,19.0,41,99.0,65.0
Patricia Cervantes,20.0,49,38.0,48.0
Larry Davis,23.0,91,53.0,89.0
Bryan Smith,24.0,37,89.0,74.0
Ronald Foster,25.0,84,59.0,31.0
Kristen Simon,22.0,60,38.0,53.0
Patrick Johnson,22.0,54,32.0,30.0
Nicholas Smith,22.0,95,64.0,81.0
Stacy Adkins,24.0,57,76.0,91.0
Brenda Esparza,21.0,74,89.0,54.0
Dr. Zachary Smith,19.0,93,44.0,81.0
Michael Ramirez,20.0,97,83.0,66.0
Susan Harrison,20.0,38,91.0,81.0
Joseph Johnson,23.0,88,69.0,64.0
Matthew Brown,20.0,46,99.0,94.0
Melissa Jenkins DVM,24.0,94,78.0,48.0
Tyler Young,18.0,59,45.0,73.0
Douglas Fischer,25.0,37,60.0,96.0
Phillip Patterson,18.0,68,31.0,76.0
Benjamin Powell,25.0,55,32.0,72.0
Kelly Arnold,22.0,71,69.0,96.0
Jessica Hamilton,22.0,65,69.0,89.0
Deborah Morris,25.0,63,50.0,85.0
Paul Lyons,22.0,36,43.0,59.0
Gordon Mclaughlin,24.0,34,62.0,99.0
Frederick Alexander,23.0,83,34.0,81.0
Andrew Stephenson,18.0,80,82.0,61.0
Beverly Ramirez,21.0,47,70.0,86.0
Vanessa Melendez,23.0,59,44.0,49.0
Ashley Flores,22.0,58,80.0,46.0
Ana Ingram,18.0,87,86.0,87.0
Anthony Velez,21.0,42,65.0,87.0
Alexis Powell,25.0,62,50.0,75.0
Dana Butler,21.0,49,50.0,89.0
Randy Lindsey,19.0,47,30.0,95.0
Michael Harrison,22.0,94,70.0,94.0
Shelley Chaney,21.0,53,30.0,40.0
Molly Chandler,18.0,38,74.0,57.0
Kristen Marsh,18.0,59,96.0,40.0
Joseph Hughes,22.0,80,81.0,65.0
Jared Herring,19.0,74,34.0,56.0
Donald Miller,25.0,36,100.0,49.0
Javier Davis,24.0,50,38.0,66.0
Teresa Ball,25.0,98,99.0,96.0
Mr. Dustin Hudson,24.0,50,88.0,62.0
Jeremiah Francis,20.0,35,84.0,33.0
Jocelyn Collins,24.0,37,34.0,65.0
John Bowman,25.0,41,97.0,30.0
Ryan Wilson,18.0,96,87.0,32.0
Sandra Daniels,22.0,87,43.0,49.0
Kirsten Quinn,25.0,50,49.0,60.0
David Newton,22.0,85,32.0,89.0
Michelle Deleon,19.0,77,78.0,58.0
Crystal Wyatt,19.0,40,59.0,86.0
Ricardo Marshall,23.0,60,43.0,42.0
David Davis,18.0,85,72.0,87.0
Kathleen House,25.0,61,46.0,58.0
Kevin Tapia,25.0,67,75.0,67.0
Ashley Guerra,23.0,48,74.0,32.0
John Campbell,18.0,54,99.0,60.0
Tonya Singh,21.0,65,58.0,48.0
Todd Martin,21.0,68,51.0,44.0
Lauren Morris,22.0,63,100.0,64.0
Rodney Chavez,24.0,95,58.0,88.0
William Vargas,22.0,71,92.0,86.0
Joseph Roberts,22.0,55,92.0,94.0
Thomas Willis,19.0,65,52.0,59.0
William Rogers,25.0,51,33.0,32.0
Gabriella Davidson,18.0,34,77.0,41.0
Jared Phillips,24.0,91,96.0,60.0
Deborah Casey,23.0,46,95.0,61.0
James Pierce,21.0,53,96.0,97.0
Erica Johnson,19.0,89,93.0,75.0
Tina Clark PhD,25.0,84,97.0,66.0
Michelle Johnson,18.0,79,99.0,60.0
Daniel Graham,18.0,47,64.0,40.0
Meagan Torres,18.0,98,33.0,70.0
Patricia Wilkerson,22.0,34,64.0,77.0
Sarah Glover,19.0,30,60.0,90.0
Suzanne Walton,19.0,71,86.0,83.0
Erica Jones,20.0,89,96.0,34.0
Haley Turner,22.0,64,45.0,67.0
Brian Fernandez,19.0,98,40.0,34.0
Allison Hanson,19.0,77,55.0,77.0
Michael Singh,20.0,55,58.0,50.0
Jeffrey Alexander,23.0,73,53.0,88.0
Hannah Reynolds,22.0,50,66.0,48.0
Cameron Barnett,19.0,84,73.0,55.0
Kimberly Doyle,22.0,64,60.0,73.0
Deborah Castillo,22.0,44,31.0,49.0
Sean Morrow,21.0,32,68.0,72.0
Stephen Shaffer,24.0,60,35.0,89.0
Angelica Morgan,20.0,97,93.0,60.0
Julie Vazquez,22.0,84,100.0,60.0
Amanda Robinson,23.0,47,50.0,89.0
Tiffany Thornton,22.0,77,54.0,30.0
Mary Hodge,19.0,66,72.0,35.0
Kristina Crawford,21.0,81,83.0,94.0
Mrs. Stacy Jenkins,25.0,86,36.0,80.0
Mary Walters,22.0,50,82.0,85.0
Timothy Long,23.0,93,96.0,95.0
Michelle Maxwell,18.0,37,37.0,93.0
Tiffany Martinez,19.0,96,68.0,71.0
Carrie Bell,22.0,33,76.0,36.0
Kayla Burns,23.0,95,46.0,37.0
Jason Bell,25.0,49,55.0,74.0
Heather Mack,20.0,66,67.0,42.0
Michael Walker,20.0,60,71.0,56.0
Mark Chambers,22.0,78,39.0,50.0
Veronica Griffin,24.0,78,57.0,56.0
Amber Bailey,19.0,32,60.0,70.0
Amanda Villanueva,23.0,81,75.0,59.0
Ryan Walker,24.0,95,75.0,61.0
Rhonda Thomas,23.0,70,44.0,98.0
Gary Snow,22.0,96,81.0,54.0
Adam Johnson,18.0,31,56.0,68.0
Aaron Yoder,19.0,73,61.0,74.0
Christine Watson,18.0,30,36.0,88.0
Jennifer Miles,19.0,99,54.0,44.0
Michael Lowe,22.0,95,70.0,45.0
Kimberly Thomas,22.0,71,55.0,100.0
Tony Gilbert,23.0,93,76.0,63.0
Kathy James,18.0,39,76.0,90.0
Nicole Bauer,22.0,36,74.0,32.0
James Brown,23.0,52,77.0,85.0
Melvin Armstrong,19.0,55,95.0,30.0
Sean Cantu,24.0,75,69.0,79.0
Craig Coleman,25.0,39,75.0,69.0
Stephanie Grimes,24.0,40,33.0,95.0
Judith Dominguez,23.0,50,80.0,39.0
Kathy Hart,25.0,70,70.0,67.0
David Johnson,18.0,58,83.0,54.0
Crystal Berry,20.0,99,96.0,73.0
Michael Miller,23.0,30,40.0,68.0
Christian Joseph,24.0,35,97.0,54.0
Ashley Miller,19.0,49,82.0,39.0
Joshua Jones,19.0,61,88.0,80.0
Jimmy Patton,25.0,43,44.0,45.0
Sharon Johnson,22.0,91,69.0,52.0
Sarah Gardner,21.0,77,90.0,68.0
Amanda Wolf,18.0,37,39.0,61.0
David Shea,19.0,90,70.0,53.0
Shelly Woods,21.0,59,78.0,60.0
Kevin Campos,25.0,76,67.0,46.0
Deborah Flores,23.0,100,54.0,60.0
Stephen Holland,20.0,79,39.0,93.0
Mary Martinez,22.0,48,51.0,90.0
Kevin Johnson,18.0,37,69.0,79.0
Martin Smith,23.0,92,79.0,82.0
Joe Howard,20.0,53,86.0,53.0
Tara Hamilton,20.0,54,96.0,87.0
Courtney Bauer,25.0,32,67.0,92.0
Christina Grant,19.0,72,41.0,77.0
Karen Lopez,21.0,36,33.0,81.0
James Jackson,20.0,95,76.0,58.0
Connor Kirk,21.0,71,100.0,66.0
William Sullivan,25.0,57,30.0,69.0
Bruce Wolfe,24.0,69,46.0,66.0
Christine Riley,18.0,34,96.0,73.0
Michele Rodriguez,21.0,85,83.0,90.0
James Gray,24.0,86,34.0,68.0
Peter Munoz,24.0,43,72.0,85.0
Shannon Nichols,21.0,73,47.0,82.0
Frances Weber,18.0,53,65.0,73.0
Tracy Savage,20.0,98,69.0,99.0
Sarah Small,22.0,31,91.0,50.0
Nicholas Lee,25.0,65,86.0,46.0
Maria Moore,21.0,56,80.0,98.0
Chase Byrd,22.0,97,57.0,83.0
Chelsea Miller,18.0,96,81.0,63.0
Cindy Dean,22.0,63,90.0,73.0
Charles Kennedy,23.0,89,57.0,72.0
Steven Kemp,24.0,51,53.0,97.0
Kevin Benitez,25.0,72,63.0,69.0
Randy Thomas,25.0,98,34.0,78.0
Harold Fitzgerald,23.0,65,42.0,70.0
Joshua Finley,18.0,42,36.0,49.0
Peter Horn,18.0,48,73.0,96.0
Joseph Lyons,18.0,40,59.0,74.0
Laurie Cummings,20.0,45,74.0,86.0
Sharon Berry,24.0,52,40.0,74.0
Anthony Guzman,25.0,76,56.0,50.0
Brittney Allen,18.0,54,94.0,62.0
Michael Coleman,18.0,100,48.0,76.0
Shannon Love,23.0,92,89.0,32.0
Brenda Cox,21.0,73,39.0,57.0
Frank Richardson,18.0,100,60.0,64.0
John Chan,21.0,55,42.0,65.0
Sharon Jackson,24.0,51,83.0,71.0
Erik Ross,22.0,36,70.0,33.0
Faith Owens,25.0,46,80.0,33.0
Daniel Weaver,22.0,83,88.0,60.0
Melinda King,25.0,53,59.0,55.0
Matthew Byrd,20.0,99,49.0,35.0
Todd Allen,20.0,76,98.0,34.0
Mr. Anthony Long,25.0,34,30.0,93.0
Anthony Santos,22.0,61,60.0,77.0
Kristopher Mcgrath,21.0,79,33.0,41.0
Bryan Stephenson,20.0,64,58.0,63.0
Stephen Contreras,20.0,86,42.0,64.0
Nicolas Mclaughlin,23.0,60,59.0,80.0
Desiree Dean,24.0,89,74.0,88.0
Michelle Crosby,23.0,60,99.0,62.0
Andrew Fisher,22.0,43,71.0,40.0
Daniel Johnson,25.0,88,58.0,33.0
Karen Henry,25.0,60,89.0,33.0
Debra Ross,19.0,37,88.0,88.0
Jamie Franco,25.0,59,48.0,98.0
Ryan Johnson,23.0,34,86.0,54.0
Selena Williams,25.0,83,62.0,57.0
Wayne Williams,21.0,32,98.0,33.0
Karen Johnson,24.0,47,93.0,66.0
Amanda Clark,23.0,98,86.0,83.0
Jennifer Alvarado,19.0,51,70.0,83.0
Mark Kelly,23.0,77,34.0,44.0
Blake Robertson,23.0,37,65.0,80.0
Ashley Michael,25.0,77,93.0,48.0
Cheryl Evans,20.0,46,44.0,97.0
Brianna Hensley,18.0,69,72.0,49.0
Kimberly Martinez,19.0,80,88.0,66.0
April Harvey,23.0,59,35.0,90.0
Danielle Morales,21.0,53,78.0,56.0
John Wall,21.0,59,98.0,41.0
Noah Morales,23.0,99,79.0,80.0
Zachary Rodriguez,21.0,58,86.0,73.0
Kerry Hawkins,18.0,99,34.0,86.0
William Dominguez,22.0,65,68.0,48.0
April Jackson,24.0,52,70.0,42.0
Johnathan Suarez,18.0,99,77.0,67.0
Antonio Harris,23.0,36,45.0,83.0
Miss Diane Grant,23.0,30,87.0,63.0
Gary Henson,18.0,69,83.0,69.0
Gordon Zimmerman,24.0,67,40.0,33.0
Karen Pitts,19.0,49,35.0,68.0
Carlos Perez,23.0,46,93.0,90.0
Anthony Frazier,19.0,97,83.0,72.0
Dana English,22.0,77,96.0,91.0
Sean Cross,24.0,35,40.0,90.0
Jessica Ball,23.0,90,38.0,33.0
Rebekah Nelson,24.0,54,62.0,60.0
Kelly Diaz,24.0,47,53.0,67.0
Andrew Richards,24.0,56,65.0,66.0
Madison Davis,20.0,75,81.0,43.0
Cynthia Collins,22.0,69,44.0,50.0
Robert Shields,21.0,35,87.0,43.0
Haley Smith,25.0,85,57.0,64.0
Tammy Melton,21.0,47,74.0,68.0
Angela Turner,21.0,67,73.0,63.0
Tiffany Smith,21.0,63,95.0,92.0
Lisa Flowers,23.0,48,87.0,56.0
Nichole Clark,19.0,60,37.0,50.0
Victoria Ward,24.0,40,38.0,84.0
Barbara Jordan,20.0,60,78.0,70.0
Carolyn Williams,25.0,60,68.0,62.0
James David,21.0,64,31.0,35.0
Connor Foster,20.0,39,99.0,53.0
Jean Johnson,20.0,87,62.0,96.0
William Foster,24.0,30,32.0,74.0
Chad Davis,23.0,30,62.0,35.0
Latoya Miller,24.0,90,55.0,84.0
Patricia Anderson,24.0,50,62.0,86.0
Jesse Mccall,25.0,71,68.0,84.0
Stephanie Wallace,20.0,83,56.0,43.0
Samuel Perez,23.0,54,80.0,35.0
Donald Myers,25.0,40,63.0,89.0
Christina Smith,24.0,34,96.0,100.0
Erin Barnes,24.0,31,92.0,46.0
Casey Olson,24.0,54,91.0,58.0
Michael Clark,23.0,72,43.0,47.0
Joseph Jackson,21.0,38,41.0,78.0
Crystal Combs,20.0,51,90.0,83.0
Carolyn Dominguez,20.0,58,86.0,90.0
Rodney Adkins,24.0,68,86.0,86.0
Christopher Mason,22.0,84,76.0,97.0
Michael Hart,22.0,69,43.0,30.0
Mark Christian,19.0,48,62.0,43.0
Timothy Anderson,19.0,82,95.0,64.0
Jacqueline Medina,22.0,71,92.0,45.0
Daniel Price,23.0,75,30.0,60.0
Omar Hunt,18.0,69,69.0,63.0
William Aguirre,22.0,99,45.0,65.0
Megan Estrada,21.0,66,50.0,87.0
Mark Miller,21.0,91,34.0,42.0
Rachel Macdonald,24.0,83,50.0,85.0
Kenneth York,23.0,47,33.0,78.0
Ebony Holden,22.0,71,99.0,52.0
Christopher Trujillo,18.0,32,54.0,55.0
Nicole Rush,20.0,49,69.0,66.0
Amber Rodriguez,23.0,35,71.0,83.0
Michael Scott,25.0,36,78.0,93.0
Christopher Keller,23.0,79,84.0,44.0
Terri Johnson,24.0,42,73.0,97.0
John Fox,23.0,86,85.0,41.0
Christina Henderson,20.0,82,66.0,98.0
Anna Jones,23.0,93,58.0,90.0
Brandon Turner,20.0,56,91.0,100.0
Benjamin Thornton,22.0,93,58.0,41.0
Marissa Ibarra,20.0,90,86.0,97.0
Jill Mahoney,20.0,79,39.0,72.0
Jeffrey Dixon,22.0,39,63.0,46.0
Bruce Franco,23.0,72,58.0,75.0
Jimmy Saunders,21.0,66,85.0,51.0
Katelyn Ross,18.0,81,58.0,46.0
Michaela Hernandez,19.0,50,82.0,89.0
Katrina Gray,25.0,86,93.0,59.0
Sharon Wilson,18.0,72,96.0,82.0
Wayne Ortega,19.0,91,99.0,77.0
Larry Howard,21.0,43,88.0,41.0
Andrew Berry,18.0,79,49.0,58.0
Robert Ponce,21.0,70,64.0,36.0
Megan Rowe,18.0,63,33.0,74.0
David Nash,24.0,51,92.0,51.0
Travis Patton,19.0,73,83.0,59.0
Karl Long,24.0,91,84.0,85.0
Carolyn Jackson,23.0,63,76.0,31.0
Michael Bennett,23.0,67,75.0,96.0
Tracy Skinner,19.0,80,82.0,32.0
Kathryn Andersen,20.0,89,71.0,39.0
Andrew Morgan,24.0,71,32.0,60.0
Troy Boyd,25.0,76,36.0,61.0
Brian Camacho,21.0,92,69.0,39.0
Kenneth Herrera,19.0,33,65.0,46.0
Courtney Thornton,19.0,72,87.0,33.0
Judith Long,20.0,93,87.0,82.0
Catherine Golden,19.0,97,93.0,65.0
Jonathan Mcguire MD,18.0,87,47.0,60.0
Patrick Burke,22.0,56,59.0,91.0
Rhonda Hernandez,24.0,30,62.0,66.0
Rebecca Warren,21.0,81,63.0,81.0
Claudia Hall,24.0,77,32.0,44.0
Parker Santana,21.0,62,58.0,88.0
Mary Winters,21.0,64,36.0,71.0
Deborah Allen,19.0,72,53.0,69.0
Candace Lee,22.0,52,93.0,67.0
Keith Mullen,22.0,81,75.0,63.0
Jacqueline Taylor,23.0,33,84.0,40.0
Dorothy Robertson,24.0,97,97.0,79.0
Matthew Becker,18.0,43,38.0,43.0
Marvin Lowery,23.0,58,72.0,71.0
Angela Gonzalez,18.0,55,79.0,64.0
Savannah Sheppard,20.0,85,47.0,99.0
Ronald Sanchez,23.0,79,42.0,62.0
Mrs. Danielle Francis MD,23.0,79,47.0,30.0
Juan Larson,25.0,58,97.0,79.0
Annette Williams,24.0,44,54.0,68.0
James Cole,21.0,71,72.0,65.0
Lori Maynard,18.0,81,31.0,81.0
Ruth Jordan,22.0,44,33.0,71.0
Jeffrey Andrade,18.0,34,73.0,91.0
Nathan Hensley,21.0,89,59.0,89.0
Robert Chapman,23.0,39,63.0,84.0
Lori Lopez,24.0,72,78.0,51.0
Ashley Zimmerman,23.0,70,43.0,90.0
Jessica Chang,20.0,68,66.0,37.0
Daniel Price,22.0,68,57.0,85.0
Michael Morrison,23.0,65,42.0,41.0
Susan Proctor,25.0,60,65.0,75.0
Jessica Lopez,18.0,69,88.0,90.0
Paula Thornton,19.0,55,51.0,91.0
Cindy Combs,21.0,76,76.0,51.0
Bobby Gray,20.0,55,53.0,83.0
Patrick Smith,22.0,57,30.0,30.0
Sharon Khan,20.0,73,38.0,71.0
Rebecca Mullen,18.0,32,73.0,31.0
Jeffrey Pacheco,18.0,64,70.0,53.0
Robert Howard,19.0,65,51.0,40.0
Jane Bradshaw,18.0,58,46.0,
Jeanne Nash,21.0,83,90.0,68.0
Gary Hopkins,20.0,75,70.0,56.0
Deanna Carter,22.0,70,43.0,96.0
Erin Rice,23.0,80,49.0,45.0
Laura Gomez,18.0,64,84.0,93.0
Isaiah Meyer,20.0,40,42.0,91.0
Jonathan Franklin,25.0,67,69.0,49.0
Nicholas Wright,22.0,57,95.0,40.0
Tiffany Reeves,21.0,86,85.0,31.0
Doris Jackson,24.0,30,38.0,72.0
Kristen Ferguson,22.0,63,95.0,81.0
Crystal Koch,21.0,88,90.0,89.0
Amanda Gonzalez,19.0,66,43.0,50.0
Nicole Robinson,24.0,83,91.0,79.0
Kyle Henderson,25.0,78,82.0,93.0
Austin Parrish,24.0,69,33.0,55.0
Cynthia Wright,18.0,57,77.0,72.0
Ryan Murphy,25.0,50,63.0,68.0
Elizabeth Hodge,23.0,66,99.0,58.0
Michael Torres,25.0,57,80.0,58.0
Joseph Pena,20.0,30,49.0,83.0
Kenneth Kane,25.0,65,65.0,60.0
Karen Williams,19.0,91,36.0,77.0
Walter Molina,21.0,84,38.0,60.0
Donald Hawkins,23.0,95,78.0,82.0
Melissa Hale,24.0,32,47.0,38.0
Mark Hernandez,22.0,94,45.0,50.0
Veronica Jackson,18.0,87,58.0,73.0
Timothy Munoz,21.0,83,51.0,93.0
Jennifer Gomez,25.0,50,66.0,56.0
Joanna Grant,25.0,77,42.0,91.0
Darren Clarke,25.0,98,100.0,96.0
Amy Tran,21.0,95,40.0,88.0
Bradley Simpson,22.0,78,54.0,78.0
Stephanie Byrd,22.0,87,73.0,93.0
Cheryl Fisher,22.0,33,85.0,41.0
Melanie Hughes,19.0,92,79.0,32.0
Danielle Pearson,25.0,51,66.0,42.0
Keith Ortiz,23.0,64,75.0,37.0
Marc Sims,22.0,68,30.0,99.0
Danielle Clark,21.0,41,67.0,39.0
Patricia Terry,18.0,100,59.0,62.0
Stephanie Gross DDS,24.0,98,52.0,88.0
Regina Hernandez,23.0,40,65.0,41.0
Emma Myers,20.0,70,94.0,87.0
Joshua Williams,18.0,62,79.0,91.0
Mrs. Monica Carter,25.0,90,70.0,46.0
Brett Ellis,20.0,33,61.0,35.0
Kelli Nguyen,22.0,32,55.0,47.0
Katie Benitez,23.0,84,69.0,89.0
Rodney Knight,23.0,39,71.0,43.0
Jason Hanson,23.0,44,32.0,96.0
Jessica Henderson,21.0,34,94.0,91.0
Darrell Rhodes,20.0,38,85.0,86.0
Terry Saunders,23.0,67,69.0,33.0
Mark Mcdonald,24.0,50,71.0,81.0
Justin Estrada,21.0,78,60.0,33.0
Olivia Green,18.0,55,88.0,80.0
Angela Reed,20.0,78,78.0,96.0
Linda Stewart,18.0,35,36.0,68.0
David Wilson,22.0,31,95.0,47.0
Courtney Long,21.0,56,55.0,42.0
Diane Thompson,22.0,41,97.0,68.0
James Walton,22.0,39,92.0,40.0
Virginia Weber,23.0,64,42.0,88.0
Thomas Moore,19.0,31,41.0,58.0
Heather Faulkner,18.0,36,89.0,67.0
William Guzman,22.0,83,60.0,97.0
Kyle Lawson,21.0,98,78.0,89.0
Beth Monroe,22.0,81,72.0,71.0
Amanda Parsons,20.0,52,61.0,79.0
Megan Rodriguez,22.0,80,69.0,54.0
Sarah Jones,22.0,73,81.0,43.0
Brittany Lopez,22.0,67,41.0,30.0
Suzanne Garcia,19.0,52,36.0,32.0
Erik Rowe,18.0,97,75.0,91.0
Roberta Martin,19.0,49,40.0,55.0
Ethan Kelly,24.0,82,72.0,49.0
Antonio Waters,20.0,70,43.0,91.0
Brandi Williams,24.0,72,72.0,98.0
Laura Dougherty,24.0,77,88.0,90.0
Carol Vasquez,21.0,77,88.0,30.0
Johnny Roy,21.0,67,46.0,44.0
Randy Jensen,23.0,92,62.0,31.0
Derrick Cochran MD,18.0,95,36.0,46.0
Cynthia Sharp,21.0,68,64.0,89.0
Devin Jimenez,23.0,99,39.0,96.0
Steven Johnson,25.0,45,56.0,60.0
Gerald Gill,22.0,57,30.0,41.0
Mr. Ralph Wilson PhD,20.0,74,63.0,65.0
Jessica Griffith,22.0,69,59.0,33.0
Tina Perez,23.0,60,55.0,40.0
Bruce Lara,20.0,50,78.0,81.0
Billy Davis,21.0,74,94.0,87.0
Gregory Price,23.0,37,58.0,79.0
Jeffery Howell,19.0,85,73.0,70.0
Patricia Black,23.0,34,34.0,73.0
Richard Bates,19.0,95,59.0,51.0
Thomas Lee,22.0,84,60.0,51.0
Christina Gross,22.0,48,93.0,75.0
Joseph Collins,21.0,43,65.0,93.0
Jose Johnson,20.0,97,67.0,72.0
Stephanie Griffin MD,19.0,81,79.0,83.0
Ryan Fletcher,24.0,89,88.0,54.0
Brian Yang,23.0,85,99.0,39.0
Erica Thompson,20.0,97,32.0,39.0
Angela Shaw,22.0,78,56.0,69.0
Jason Ford,24.0,81,50.0,73.0
Henry Welch,22.0,86,78.0,64.0
Teresa Clark,23.0,75,38.0,51.0
John Cooper,22.0,77,69.0,35.0
Larry Andersen,20.0,38,100.0,30.0
Richard Mclaughlin DDS,18.0,58,52.0,96.0
Tamara Ruiz,25.0,38,32.0,85.0
Deborah Ray,23.0,77,57.0,89.0
Kathleen Woods,25.0,43,75.0,30.0
Joel Marks,24.0,97,91.0,66.0
Lauren White,23.0,36,76.0,88.0
Juan Berger,22.0,75,91.0,65.0
Lisa Jones,22.0,81,73.0,34.0
Alyssa Rangel,21.0,71,86.0,62.0
Angela Burns,24.0,30,55.0,74.0
Joseph Hayes,25.0,82,51.0,77.0
Brett Chavez,20.0,80,81.0,56.0
Kylie Colon,19.0,99,57.0,32.0
David Edwards,23.0,38,65.0,50.0
Elizabeth Wright,25.0,91,43.0,38.0
Timothy Pope,21.0,38,65.0,59.0
Jose Hardin,22.0,60,31.0,55.0
Duane Williams,20.0,42,78.0,61.0
Lawrence Lee,19.0,70,66.0,94.0
Kimberly Garcia,25.0,49,90.0,62.0
Brian Bowman,23.0,44,47.0,99.0
Maxwell Kennedy,25.0,68,66.0,76.0
Jacqueline Ross,23.0,87,31.0,86.0
Brianna Sanchez,24.0,76,76.0,88.0
Rebecca Christensen,24.0,81,33.0,54.0
Nicholas Pham,24.0,70,70.0,52.0
Paul Anderson,20.0,33,61.0,53.0
Mr. David Grant Jr.,24.0,58,75.0,80.0
Phillip Miller,25.0,89,90.0,95.0
Larry Clements,18.0,58,65.0,55.0
Michael Berry,22.0,40,63.0,99.0
David Melendez,22.0,76,86.0,100.0
Cathy Lopez,19.0,32,100.0,32.0
Joseph Sanchez,21.0,98,83.0,59.0
Teresa Watts,21.0,37,66.0,78.0
Robert Santiago,20.0,46,46.0,36.0
Jeffery Garza,23.0,56,68.0,85.0
Gregory Haynes,20.0,30,65.0,52.0
Amy Wilson,25.0,53,84.0,50.0
John Anderson,25.0,41,90.0,71.0
Michael Nguyen,19.0,51,67.0,81.0
Teresa Sutton,18.0,64,75.0,38.0
Brenda Garcia,25.0,66,87.0,58.0
Jessica Martinez,18.0,98,82.0,48.0
Kelsey Kelly,22.0,62,88.0,47.0
Renee Johnson,24.0,81,44.0,58.0
Beth Bowman,18.0,80,44.0,86.0
James Mendez,18.0,75,90.0,43.0
Emily Francis,20.0,71,79.0,53.0
Shawn Brooks,24.0,94,97.0,31.0
Mitchell Lara,18.0,83,67.0,90.0
Thomas Chan,25.0,60,76.0,30.0
Mary Jenkins,20.0,45,44.0,73.0
Daniel Harrington,22.0,55,30.0,56.0
Maxwell Zamora,23.0,49,96.0,65.0
Jeffery Villarreal,25.0,66,38.0,57.0
Patrick Roberts,21.0,32,88.0,81.0
Diana Garcia,23.0,36,84.0,74.0
Gregory Tanner,24.0,84,35.0,87.0
Jillian Garcia,25.0,77,79.0,36.0
Joseph Gallegos,21.0,83,63.0,78.0
Brian Myers,22.0,79,37.0,97.0
Tiffany Harris,22.0,87,57.0,38.0
Charles Phillips,19.0,97,41.0,100.0
Jason Johnson,25.0,98,80.0,72.0
Mrs. Lisa Patterson,20.0,65,34.0,66.0
Jill Howell,23.0,64,55.0,83.0
Sara Collins,21.0,32,48.0,98.0
Jordan Martin,24.0,56,39.0,30.0
Jeffrey Wilson,21.0,97,95.0,33.0
Deborah Edwards,19.0,98,70.0,45.0
Amanda Griffith,24.0,69,39.0,44.0
April Sanders,25.0,51,32.0,89.0
Keith Thomas,20.0,56,70.0,49.0
Scott Reed,19.0,69,77.0,59.0
Alexis Fernandez,22.0,31,65.0,71.0
Katherine Jones,22.0,72,78.0,91.0
Elizabeth Gonzalez,19.0,77,89.0,63.0
Brooke Patton,25.0,90,40.0,45.0
Gary Hall,23.0,68,51.0,74.0
Anthony Snyder,21.0,74,53.0,56.0
Michael Lopez,20.0,53,66.0,71.0
John Elliott,24.0,77,80.0,50.0
Alexander Barrett,20.0,91,69.0,39.0
Amy Sanders,21.0,100,97.0,73.0
Thomas Jacobs,23.0,66,98.0,40.0
Arthur Lin,19.0,79,84.0,52.0
Dwayne Alexander,25.0,67,63.0,59.0
Amanda Wallace,25.0,40,83.0,82.0
Randall Reed,23.0,75,67.0,66.0
Michael Kennedy,18.0,40,44.0,80.0
Scott Anderson,23.0,36,50.0,84.0
Michael Morgan,22.0,53,78.0,78.0
Alexandra Griffith,24.0,46,63.0,92.0
Rita Martin,25.0,81,86.0,35.0
Craig Lee,20.0,68,80.0,34.0
Lydia Peterson,19.0,73,86.0,64.0
Dr. Ryan Barnett,23.0,71,67.0,69.0
Mr. Andrew Knight,22.0,80,73.0,90.0
Derek Fisher,23.0,97,34.0,87.0
Elizabeth Robertson,18.0,52,79.0,76.0
Glenda Hawkins,22.0,41,55.0,79.0
Isaac Bradshaw,19.0,58,53.0,37.0
Christopher Rodriguez,23.0,33,96.0,40.0
Michael Perkins,24.0,67,74.0,63.0
Amanda Jackson,18.0,77,88.0,38.0
Wayne Shannon,20.0,100,81.0,44.0
Devin Russell,20.0,89,89.0,85.0
Luis Austin,21.0,33,34.0,52.0
Christine Gonzalez,18.0,47,80.0,32.0
Kristin Moore,25.0,42,65.0,50.0
Caroline Williams,25.0,50,90.0,73.0
Elaine Klein,24.0,69,90.0,74.0
James Rodriguez,23.0,67,35.0,62.0
Joseph Cooper,23.0,32,36.0,44.0
Leslie King,20.0,30,42.0,43.0
Jeremy Graham,21.0,51,58.0,62.0
Jessica Parker,20.0,44,54.0,78.0
Savannah Howard,19.0,87,51.0,49.0
Kathryn Lucero MD,19.0,94,92.0,42.0
Shannon Thomas,23.0,65,42.0,41.0
Daniel Green,23.0,51,37.0,82.0
Lawrence Schmidt,21.0,73,94.0,94.0
Marcus Ballard,22.0,68,48.0,81.0
Zachary Edwards,20.0,72,32.0,61.0
Thomas Humphrey,24.0,72,32.0,30.0
Daniel Hancock,24.0,61,87.0,42.0
Tanya Owens,22.0,46,49.0,47.0
Brian Ramos,24.0,80,84.0,53.0
Nathaniel Peterson,20.0,70,94.0,92.0
Brian Mercado,18.0,100,54.0,60.0
Mark Hamilton,24.0,51,55.0,67.0
Michelle Collins,19.0,98,46.0,73.0
Kimberly Myers,22.0,82,38.0,53.0
Jonathan Mayer,18.0,54,51.0,79.0
